org.xwiki.extension.AbstractExtensionDependency;13;15
org.xwiki.extension.DefaultExtensionDependency;1;3
org.xwiki.extension.internal.ExtensionFactory;1;2
org.xwiki.extension.job.internal.AbstractInstallPlanJob;7;15
org.xwiki.extension.repository.internal.DefaultExtensionSerializer;4;5
org.xwiki.extension.repository.internal.installed.DefaultInstalledExtensionRepository;1;2
org.xwiki.extension.test.AbstractExtensionHandlerTest;3;3
total;30;45
