org.xwiki.extension.internal.DefaultExtensionManagerConfiguration;20;24
org.xwiki.extension.internal.ExtensionUtils;5;9
org.xwiki.extension.internal.converter.ExtensionIdConverter;6;11
org.xwiki.extension.job.internal.AbstractInstallPlanJob;7;9
org.xwiki.extension.test.ConfigurableDefaultCoreExtensionRepository;2;6
total;40;59
