io.protostuff.JsonPipeTest;testFoo;testBar;testBaz
io.protostuff.JsonCoreSerDeserTest;testFooNullFieldsButMid;testFoo;testListIOWithArrays;testFooNullFieldsButFirst;testBar;testFooNullFieldsButLast2;testListIO;testFooNullFieldsButLast;testBaz
io.protostuff.JsonNumericCoreSerDeserTest;testFoo;testBar;testListIO;testBaz
io.protostuff.JsonXNumericRuntimeTest;testBazStreamed;testPolymorphicStreamed;testFoo;testBarStreamed;testPolymorphic;testBar;testFooStreamed;testBaz
io.protostuff.SmilePipeTest;testFoo;testBar;testBaz
io.protostuff.JsonRuntimeSerDeserTest;testFoo;testBar;testBaz
io.protostuff.JsonRuntimePipeTest;testFoo;testPolymorphic;testBar;testBaz
io.protostuff.JsonNumericRuntimeSerDeserTest;testFoo;testPolymorphic;testBar;testBaz
