org.jsoup.integration.ConnectTest;doesGet;doesPost;sendsRequestBody;postFiles;multiCookieSet;doesPut;sendsRequestBodyJsonWithData;handlesEmtpyStreamDuringBufferdRead;sendsRequestBodyWithUrlParams;handlesEmptyStreamDuringParseRead;canConnectToLocalServer;sendsRequestBodyJsonWithoutData;multipleParsesOkAfterBufferUp;parseParseThrowsValidates;supportsDeflate;fetchURl;fetchURIWithWihtespace;bodyAndBytesAvailableBeforeParse;bodyAfterParseThrowsValidationError
org.jsoup.parser.HtmlParserTest;testTemplateInsideTable;testInvalidTableContents
org.jsoup.helper.W3CDomTest;convertsGoogleLocation;convertsGoogle;namespacePreservation
org.jsoup.parser.XmlTreeBuilderTest;testDetectCharsetEncodingDeclaration
org.jsoup.nodes.DocumentTest;testLocation;testShiftJisRoundtrip
org.jsoup.helper.DataUtilTest;firstMetaElementWithCharsetShouldBeUsedForDecoding;supportsBOMinFiles;secondMetaElementWithContentTypeContainsCharsetParameter;discardsSpuriousByteOrderMark;discardsSpuriousByteOrderMarkWhenNoCharsetSet
org.jsoup.integration.ParseTest;testNewsHomepage;testSmhBizArticle;testYahooArticle;testBaiduVariant;testGoogleSearchIpod;testYahooJp;testHtml5Charset;testBaidu;testNytArticle;testBinary
