org.apache.commons.io.input.ReversedLinesFileReaderTestParamBlockSize;testUTF16LEFile;testxWindows949File;testUnsupportedEncodingBig5;testUTF16BEFile;testxWindows950File;testGBK;testShiftJISFile;testWindows31jFile;testUnsupportedEncodingUTF16
org.apache.commons.io.input.ReversedLinesFileReaderTestParamFile;testDataIntegrityWithBufferedReader
org.apache.commons.io.input.ReversedLinesFileReaderTestSimple;testUnsupportedEncodingBig5;testUnsupportedEncodingUTF16
