com.github.mustachejava.InterpreterTest;testChainedInheritance;testRecursionWithInheritance;testPartialRecursionWithInheritance
com.github.mustachejava.ExtensionTest;testFollow;testSubInPartial;testSubSub;testSubBlockCaching;testParentReplace;testMultipleExtensions;testSub;testSubSubCaching2;testNested;testPartialInSub;testSubSubCaching;testClientMethod
com.github.mustachejava.functions.CommentTest;testInlineCommentWithinExtendCodeBlock
com.github.mustachejava.FallbackTest;testOverridePage2;testOverridePage1;testDefaultPage1
