org.apache.commons.collections4.multimap.MultiValuedHashMapTest;testSerializeDeserializeThenCompare;testObjectHashCodeEqualsContract;testFullMapCompatibility;testSetValuedMapEqualsHashCodeContract;testObjectHashCodeEqualsSelfHashCode;testListValuedMapEqualsHashCodeContract;testMapEquals;testEqualsHashCodeContract
org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMapTest;testSerializeDeserializeThenCompare;testObjectHashCodeEqualsContract;testFullMapCompatibility;testObjectHashCodeEqualsSelfHashCode
org.apache.commons.collections4.multimap.TransformedMultiValuedMapTest;testSerializeDeserializeThenCompare;testObjectHashCodeEqualsContract;testFullMapCompatibility;testObjectHashCodeEqualsSelfHashCode;testMapEquals
org.apache.commons.collections4.MultiMapUtilsTest;testGetList
