org.apache.commons.lang3.builder.DiffBuilderTest;testObjectArray;testBoolean;testFloatArray;testIntArray;testSimilarObjectIgnoresAppends;testObjectArrayEqual;testObjectsNotSameButEqual;testByte;testDoubleArray;testInt;testBooleanArray;testDiffResult;testLongArray;testFloat;testLong;testShortArray;testShort;testObjectsNotSameNorEqual;testObjectsSameAndEqual;testChar;testObject;testCharArray;testDouble;testByteArray
org.apache.commons.lang3.builder.ReflectionDiffBuilderTest;test_primitive_difference;test_array_difference;test_no_differences;test_transient_field_difference;test_difference_in_inherited_field;test_no_differences_inheritance
org.apache.commons.lang3.builder.EqualsBuilderTest;testObjectArray;testIntArrayHiddenByObject;testFloatArrayHiddenByObject;testObjectRecursiveCycleSelfreference;testObjectBuild;testObjectRecursive;testNpeForNullElement;testToEqualsExclude;testSuper;testDoubleArray;testLong;testObjectRecursiveCycle;testChar;testRaggedArray;testMultiDoubleArray;testDouble;testObjectRecursiveGenericInteger;testFloatArray;testCyclicalObjectReferences;testReflectionArrays;testMultiFloatArray;testByte;testShortArrayHiddenByObject;testBooleanArray;testUnrelatedClasses;testLongArray;testFloat;testLongArrayHiddenByObject;testReset;testByteArray;testByteArrayHiddenByObject;testAccessors;testBoolean;testObjectRecursiveGenericString;testIntArray;testMixedArray;testInt;testMultiByteArray;testShortArray;testDoubleArrayHiddenByObject;testMultiCharArray;testObject;testCharArray;testReflectionHierarchyEquals;testCharArrayHiddenByObject;testReflectionAppend;testMultiBooleanArray;testReflectionEquals;testShort;testReflectionEqualsExcludeFields;testMultiIntArray;testBooleanArrayHiddenByObject;testObjectArrayHiddenByObject;testMultiShortArray;testMultiLongArray
org.apache.commons.lang3.ArrayUtilsTest;testIsEquals;testSubarrayBoolean;testSubarrayInt;testSubarrayLong;testSubarrayFloat;testSubarrayShort;testSubarrayByte;testSubarrChar;testSubarrayDouble
org.apache.commons.lang3.builder.HashCodeBuilderAndEqualsBuilderTest;testInteger;testFixture;testFixtureWithTransients;testIntegerWithTransients
org.apache.commons.lang3.builder.CompareToBuilderTest;testReflectionHierarchyCompareTransients;testReflectionHierarchyCompare;testReflectionHierarchyCompareExcludeFields
