org.jsoup.helper.DataUtil;1;1
org.jsoup.helper.HttpConnection;1;3
org.jsoup.nodes.Attribute;1;3
org.jsoup.nodes.Attributes;1;2
org.jsoup.nodes.Element;1;4
total;5;13
