org.apache.commons.cli.DefaultParserTest;testPropertyOverrideValues;testNegativeArgument;testArgumentStartingWithHyphen;testNegativeOption;testUnlimitedArgs
org.apache.commons.cli.bug.BugCLI265Test;shouldParseConcatenatedShortOptions;shouldParseShortOptionWithoutValue
