org.apache.commons.collections4.CollectionUtilsTest;getFromIterable;getIterator;getPositiveOutOfBounds;get;getFromList;getFromMap;getFromIterator
org.apache.commons.collections4.IterableUtilsTest;testToString;testToStringWithNullArguments;testToStringDelimiter
