com.google.gson.functional.ParameterizedTypesTest;testVariableTypeFieldsAndGenericArraysSerialization;testParameterizedTypeGenericArraysDeserialization;testVariableTypeFieldsAndGenericArraysDeserialization;testVariableTypeDeserialization;testParameterizedTypeGenericArraysSerialization;testParameterizedTypeWithVariableTypeDeserialization;testVariableTypeArrayDeserialization
com.google.gson.internal.bind.RecursiveTypesResolveTest;testIssue440WeakReference;testIssue603PrintStream;testSuperSubtype;testSubSupertype;testDoubleSupertype;testRecursiveResolveSimple;testDoubleSubtype
