org.ow2.authzforce.core.pdp.impl.func.MapFunctionFactory;4;13
org.ow2.authzforce.core.pdp.impl.func.StandardHigherOrderBagFunctions;4;43
org.ow2.authzforce.core.pdp.impl.test.func.StandardFunctionTest;3;5
total;11;61
