com.urbanairship.api.schedule.model.Schedule;6;23
com.urbanairship.api.schedule.parse.ScheduleObjectMapper;1;2
com.urbanairship.api.schedule.parse.ScheduleReader;1;3
com.urbanairship.api.schedule.parse.ScheduleSerializer;3;4
total;11;32
