quartz-scheduler/quartz;149;37;48;234
ltsopensource/light-task-scheduler;25;6;9;40
vavr-io/vavr;2378;594;744;3716
brettwooldridge/HikariCP;94;23;30;147
zeromq/jeromq;310;77;98;485
laobie/NineGridImageView;1;0;1;2
JackyAndroid/AndroidChromium;0;0;1;1
elasticjob/elastic-job-lite;359;89;114;562
codeestX/ENViews;1;0;1;2
gedoor/MyBookshelf;1;0;1;2
pinterest/secor;67;16;22;105
parse-community/Parse-SDK-Android;498;124;157;779
glomadrian/RoadRunner;2;0;2;4
hongyangAndroid/Android-StickyNavLayout;0;0;1;1
hitherejoe/Android-Boilerplate;0;0;1;1
JSQLParser/JSqlParser;530;132;167;829
OCNYang/Android-Animation-Set;6;1;3;10
eoinfogarty/Onboarding;0;0;1;1
springfox/springfox;8;2;3;13
android10/Android-CleanArchitecture;17;4;6;27
tinkerpop/gremlin;10;2;5;17
jpush/aurora-imui;2;0;2;4
mohak1712/UberUX;0;0;1;1
aNNiMON/Lightweight-Stream-API;846;211;265;1322
pedrovgs/Renderers;53;13;17;83
dmilicic/Android-Clean-Boilerplate;0;0;1;1
google/volley;107;26;35;168
roughike/BottomBar;0;0;1;1
xerial/sqlite-jdbc;187;46;60;293
signalapp/Signal-Server;97;24;31;152
ZHENFENG13/My-Blog;0;0;1;1
micronaut-projects/micronaut-core;7;1;4;12
janishar/PlaceHolderView;1;0;1;2
googlesamples/easypermissions;40;10;13;63
guolindev/giffun;1;0;1;2
kickstarter/android-oss;355;88;113;556
eclipse/paho.mqtt.android;0;0;1;1
Snailclimb/JavaGuide;0;0;1;1
THEONE10211024/RxJavaSamples;0;0;1;1
cn-ljb/rxjava_for_android;0;0;1;1
JavaNoober/BackgroundLibrary;0;0;1;1
oubowu/OuNews;0;0;1;1
wendux/DSBridge-Android;0;0;1;1
mdg-iitr/RotatingText;1;0;1;2
koral--/android-gif-drawable;16;4;6;26
react-native-community/react-native-image-picker;3;0;2;5
h2oai/h2o-2;178;44;57;279
h2oai/h2o-3;1006;251;316;1573
zcweng/SwitchButton;0;0;1;1
l123456789jy/Lazy;1;0;1;2
seven332/EhViewer;18;4;7;29
JabRef/jabref;1093;273;342;1708
apache/commons-lang;1952;488;610;3050
paascloud/paascloud-master;7;1;4;12
NanoHttpd/nanohttpd;124;31;39;194
TooTallNate/Java-WebSocket;296;74;94;464
CrawlScript/WebCollector;5;1;3;9
torodb/stampede;14;3;6;23
airbnb/AirMapView;6;1;3;10
apache/hadoop;11193;2798;3499;17490
wenmingvs/NotifyUtil;1;0;1;2
vaadin/framework;3552;888;1111;5551
AntennaPod/AntennaPod;16;4;5;25
aosp-mirror/platform_frameworks_support;472;118;149;739
twosigma/beakerx;1050;262;330;1642
xmuSistone/ViewpagerTransition;0;0;1;1
simpligility/android-maven-plugin;77;19;25;121
ivan-vasilev/neuralnetworks;106;26;35;167
google/ExoPlayer;759;189;238;1186
wooplr/Spotlight;1;0;1;2
mancj/MaterialSearchBar;1;0;1;2
skylot/jadx;177;44;56;277
kiegroup/drools;4898;1224;1532;7654
nisrulz/sensey;42;10;14;66
tronprotocol/java-tron;490;122;154;766
cymcsg/UltimateAndroid;0;0;1;1
flyingsaucerproject/flyingsaucer;26;6;10;42
BelooS/ChipsLayoutManager;8;2;3;13
spockframework/spock;1;0;1;2
joelittlejohn/jsonschema2pojo;368;92;116;576
scouter-project/scouter;21;5;7;33
FreeTymeKiyan/LeetCode-Sol-Res;1;0;2;3
Eajy/MaterialDesignDemo;0;0;1;1
HdrHistogram/HdrHistogram;96;24;30;150
alibaba/Virtualview-Android;1;0;1;2
junit-team/junit4;625;156;197;978
moagrius/TileView;0;0;1;1
junit-team/junit5;21;5;8;34
Tencent/GT;1;0;2;3
YoKeyword/Fragmentation;0;0;1;1
JpressProjects/jpress;0;0;1;1
openzipkin/brave;658;164;207;1029
Kong/unirest-java;145;36;47;228
shaohui10086/BottomDialog;0;0;1;1
ChadCSong/ShineButton;1;0;1;2
iammert/ExpandableLayout;1;0;1;2
grpc/grpc-java;1425;356;446;2227
puniverse/quasar;182;45;58;285
AndroidKnife/RxBus;28;7;10;45
amitshekhariitbhu/Android-Debug-Database;3;0;2;5
amitshekhariitbhu/Fast-Android-Networking;4;1;2;7
apache/flink;5194;1298;1624;8116
MindorksOpenSource/android-mvvm-architecture;1;0;1;2
unofficial-openjdk/openjdk;4;1;2;7
aritraroy/PinLockView;1;0;1;2
square/javapoet;204;51;64;319
willowtreeapps/spruce-android;34;8;12;54
Activiti/Activiti;272;68;86;426
Aspsine/SwipeToLoadLayout;1;0;1;2
pmd/pmd;990;247;310;1547
didi/VirtualAPK;1;0;1;2
mayubao/Android-Pay;1;0;1;2
Karumi/Rosie;65;16;21;102
groovy/groovy-core;23;5;9;37
splitwise/TokenAutoComplete;5;1;2;8
nuptboyzhb/SuperSwipeRefreshLayout;0;0;1;1
facebook/litho;984;246;309;1539
asLody/legend;1;0;1;2
HoneyNeutrons/RecyclerViewUndoSwipe;0;0;1;1
alibaba/Sentinel;145;36;47;228
querydsl/querydsl;2026;506;634;3166
spring-cloud/spring-cloud-kubernetes;80;20;25;125
antlr/antlr4;2;0;2;4
spring-io/sagan;272;68;86;426
Stericson/RootTools;0;0;1;1
goldmansachs/gs-collections;5955;1488;1863;9306
6thsolution/EasyMVP;0;0;1;1
apache/incubator-pinot;2;0;2;4
CalebFenton/simplify;160;40;51;251
danielzeller/Depth-LIB-Android-;0;0;1;1
harjot-oberai/MaterialShadows;1;0;1;2
jberkel/sms-backup-plus;138;34;44;216
jamesdbloom/mockserver;1497;374;469;2340
mplushnikov/lombok-intellij-plugin;53;13;17;83
Kaopiz/KProgressHUD;1;0;1;2
bazelbuild/bazel;6848;1712;2140;10700
yipianfengye/android-zxingLibrary;1;0;1;2
AndroidBootstrap/android-bootstrap;0;0;1;1
westnordost/StreetComplete;178;44;57;279
vipshop/vjtools;141;35;45;221
Kelin-Hong/ScrollablePanel;1;0;1;2
MostafaGazar/CustomShapeImageView;40;10;13;63
natario1/CameraView;23;5;9;37
athkalia/Just-Another-Android-App;7;1;3;11
willowtreeapps/Hyperion-Android;1;0;1;2
alibaba/fescar;92;23;29;144
jankotek/mapdb;16;4;5;25
The-Art-of-Hacking/h4cker;0;0;1;1
Rukey7/MvpApp;3;0;2;5
orbit/orbit;120;30;39;189
gwtproject/gwt;3;0;2;5
KeepSafe/ReLinker;7;1;3;11
gyf-dev/ImmersionBar;0;0;1;1
apache/zeppelin;478;119;150;747
huaban/jieba-analysis;3;0;2;5
fython/MaterialStepperView;1;0;2;3
rubenlagus/TelegramBots;74;18;25;117
CellularPrivacy/Android-IMSI-Catcher-Detector;0;0;1;1
friendlyrobotnyc/TinyDancer;1;0;2;3
google/jimfs;290;72;92;454
jiajunhui/PlayerBase;0;0;1;1
apache/kafka;3121;780;976;4877
cucumber/cucumber-jvm;437;109;138;684
rallat/EffectiveAndroid;3;0;2;5
RipMeApp/ripme;10;2;4;16
lealone/Lealone;53;13;17;83
ReactiveX/RxJava;6682;1670;2090;10442
ZuYun/Jgraph;0;0;1;1
alipay/sofa-boot;73;18;24;115
hyb1996/Auto.js;12;3;5;20
crazyandcoder/citypicker;1;0;1;2
google/error-prone;101;25;33;159
azkaban/azkaban;406;101;128;635
razerdp/AnimatedPieView;1;0;1;2
liaohuqiu/android-UCToast;0;0;1;1
facebook/stetho;24;6;8;38
promeG/TinyPinyin;32;8;11;51
guolindev/booksource;21;5;8;34
LinShunKang/MyPerf4J;13;3;5;21
mapstruct/mapstruct;526;131;166;823
nanchen2251/RxJava2Examples;0;0;1;1
alipay/sofa-bolt;171;42;55;268
konmik/nucleus;30;7;10;47
chewiebug/GCViewer;240;60;75;375
hamcrest/JavaHamcrest;112;28;36;176
hawtio/hawtio;48;12;15;75
rapidoid/rapidoid;315;78;100;493
VaughnVernon/IDDD_Samples;42;10;15;67
line/armeria;931;232;293;1456
harjot-oberai/VectorMaster;1;0;1;2
wordpress-mobile/WordPress-Android;26;6;9;41
facebook/TextLayoutBuilder;36;9;12;57
zaaach/CityPicker;1;0;1;2
javaee-samples/javaee7-samples;277;69;88;434
sleekbyte/tailor;73;18;24;115
waynell/VideoListPlayer;0;0;1;1
kakajika/FragmentAnimations;1;0;1;2
BroadleafCommerce/BroadleafCommerce;106;26;34;166
wenmingvs/WeiBo;1;0;2;3
armcha/AutoLinkTextView;0;0;1;1
lingochamp/okdownload;389;97;122;608
JZ-Darkal/AndroidHttpCapture;0;0;1;1
xmuSistone/VegaLayoutManager;1;0;1;2
atomix/atomix;337;84;106;527
Cleveroad/FanLayoutManager;1;0;1;2
spotify/helios;284;71;90;445
spring-projects/spring-session;383;95;121;599
brianfrankcooper/YCSB;85;21;27;133
zhangkaitao/es;153;38;49;240
twitter/distributedlog;391;97;123;611
languagetool-org/languagetool;588;147;184;919
socketio/socket.io-client-java;54;13;18;85
hugeterry/CoordinatorTabLayout;1;0;1;2
google/agera;362;90;114;566
googlesamples/androidtv-Leanback;1;0;1;2
TeamAmaze/AmazeFileManager;86;21;28;135
pedrovgs/AndroidWiFiADB;17;4;6;27
frogermcs/GithubClient;0;0;1;1
firebase/FirebaseUI-Android;85;21;27;133
JeasonWong/Particle;1;0;1;2
spring-cloud/spring-cloud-config;313;78;99;490
aws/aws-sdk-java;806;201;253;1260
danylovolokh/VideoPlayerManager;1;0;1;2
google/auto;432;108;136;676
DingMouRen/LayoutManagerGroup;0;0;1;1
luontola/retrolambda;87;21;28;136
techGay/v9porn;0;0;1;1
Pi4J/pi4j;149;37;47;233
apache/calcite;2949;737;922;4608
bitcoinj/bitcoinj;488;122;154;764
firebase/firebase-jobdispatcher-android;105;26;34;165
DaxiaK/MyDiary;9;2;4;15
airbnb/lottie-android;81;20;26;127
igniterealtime/Openfire;165;41;52;258
prontera/spring-cloud-rest-tcc;3;0;3;6
apache/nifi;3877;969;1212;6058
JessYanCoding/ArmsComponent;2;0;2;4
hierynomus/sshj;81;20;27;128
airbnb/airpal;10;2;5;17
ryanhoo/StylishMusicPlayer;0;0;1;1
halo-dev/halo;1;0;1;2
pinguo-zhouwei/MZBannerView;1;0;1;2
square/tape;40;10;13;63
SplashCodes/JAViewer;0;0;1;1
apache/incubator-shardingsphere;1570;392;492;2454
apilayer/restcountries;25;6;9;40
Netflix/Hystrix;512;128;161;801
tangqi92/WaveLoadingView;1;0;1;2
networknt/light-4j;335;83;106;524
qos-ch/slf4j;94;23;31;148
zhegexiaohuozi/SeimiCrawler;1;0;2;3
awaitility/awaitility;118;29;38;185
zhou-you/RxEasyHttp;1;0;1;2
jiangqqlmj/FastDev4Android;64;16;20;100
reactor/reactor-core;3179;794;995;4968
bilibili/boxing;12;3;5;20
actorapp/actor-platform;15;3;6;24
yadav-rahul/TastyToast;1;0;1;2
Genymobile/gnirehtet;31;7;11;49
SilenceDut/KnowWeather;3;0;2;5
hs-web/hsweb-framework;60;15;20;95
aimacode/aima-java;501;125;158;784
facebook/facebook-android-sdk;188;47;60;295
mabe02/lanterna;21;5;8;34
gocd/gocd;3182;795;996;4973
DingMouRen/PaletteImageView;1;0;1;2
NYTimes/Store;83;20;28;131
j256/ormlite-android;3;0;3;6
diogobernardino/WilliamChart;46;11;15;72
zouzg/mybatis-generator-gui;5;1;3;9
sockeqwe/AdapterDelegates;19;4;7;30
google/santa-tracker-android;0;0;1;1
dongjunkun/CouponView;1;0;1;2
Athou/commafeed;32;8;11;51
evernote/android-job;126;31;40;197
xmuSistone/VerticalSlideFragment;0;0;1;1
apache/hive;1701;425;533;2659
kairosdb/kairosdb;403;100;127;630
codeestX/GeekNews;0;0;1;1
Ramotion/expanding-collection-android;1;0;2;3
apollographql/apollo-android;204;51;65;320
jiang111/RxJavaApp;0;0;1;1
jinatonic/confetti;2;0;2;4
tumblr/Graywater;8;2;4;14
saulmm/Material-Movies;3;0;2;5
linkedin/cruise-control;92;23;30;145
facebook/network-connection-class;5;1;3;9
qiurunze123/miaosha;0;0;1;1
Ramotion/circle-menu-android;1;0;1;2
harjot-oberai/MusicDNA;0;0;1;1
rubensousa/ViewPagerCards;0;0;1;1
osmdroid/osmdroid;74;18;25;117
facebook/device-year-class;7;1;3;11
datumbox/datumbox-framework;177;44;57;278
VictorAlbertos/RxCache;101;25;33;159
real-logic/agrona;373;93;118;584
UFreedom/FloatingView;1;0;1;2
sarxos/webcam-capture;35;8;13;56
ThirtyDegreesRay/OpenHub;0;0;1;1
whilu/AndroidTagView;1;0;1;2
shekhargulati/99-problems;86;21;28;135
fabioCollini/DaggerMock;42;10;15;67
jhipster/jhipster-sample-app;108;27;34;169
julian-klode/dns66;40;10;14;64
JakeWharton/ThreeTenABP;1;0;1;2
badoualy/stepper-indicator;1;0;1;2
hmkcode/Android;0;0;1;1
jenkinsci/jenkins;1427;356;447;2230
BuildCraft/BuildCraft;37;9;13;59
wuapnjie/StickerView;0;0;1;1
Hitomis/transferee;0;0;1;1
spotify/docker-maven-plugin;14;3;5;22
intuit/karate;189;47;60;296
sendtion/XRichText;1;0;1;2
kikoso/Swipeable-Cards;5;1;3;9
andremion/Music-Player;0;0;1;1
logstash/logstash-logback-encoder;168;42;54;264
EngineHub/WorldEdit;23;5;9;37
scwang90/MultiWaveHeader;0;0;1;1
AltBeacon/android-beacon-library;128;32;41;201
fishwjy/MultiType-FilePicker;1;0;1;2
weexteam/weex-hackernews;144;36;46;226
ccrama/Slide;23;5;9;37
pengyuantao/OnePush;5;1;3;9
cSploit/android;1;0;1;2
spring-cloud/spring-cloud-gateway;208;52;66;326
elevenetc/TextSurface;1;0;1;2
MEiDIK/Cipher.so;1;0;2;3
alibaba/druid;2379;594;745;3718
stylefeng/Guns;3;0;3;6
apache/pulsar;12;3;4;19
iammert/ScalingLayout;0;0;1;1
hazelcast/hazelcast;9432;2358;2948;14738
commonsguy/cw-omnibus;15;3;6;24
pwittchen/ReactiveNetwork;60;15;19;94
MindorksOpenSource/AndroidTensorFlowMachineLearningExample;0;0;1;1
hanks-zyh/HTextView;1;0;2;3
yuweiguocn/GreenDaoUpgradeHelper;0;0;1;1
guoguibing/librec;146;36;47;229
spring-projects/greenhouse;42;10;15;67
dodola/RocooFix;1;0;2;3
web3j/web3j;383;95;121;599
elastic/elasticsearch-hadoop;354;88;112;554
k0shk0sh/PermissionHelper;0;0;1;1
spring-projects/spring-mvc-showcase;51;12;18;81
matrixxun/MaterialBadgeTextView;1;0;1;2
OpenHFT/Chronicle-Map;181;45;58;284
google/data-transfer-project;56;14;18;88
realm/realm-java;53;13;17;83
spring-projects/spring-batch;2180;545;682;3407
notnoop/java-apns;66;16;22;104
lets-blade/blade;172;43;54;269
runelite/runelite;125;31;40;196
wix/react-native-notifications;21;5;8;34
dlazaro66/QRCodeReaderView;2;0;2;4
CameraKit/blurkit-android;4;1;2;7
springside/springside4;129;32;42;203
cglib/cglib;14;3;5;22
QNJR-GROUP/EasyTransaction;0;0;1;1
BaronZ88/MinimalistWeather;0;0;1;1
JeffLi1993/java-core-learning-example;5;1;2;8
bisq-network/bisq;232;58;74;364
qyxxjd/MultipleStatusView;0;0;1;1
Nightonke/BlurLockView;1;0;1;2
mrmans0n/smart-location-lib;15;3;6;24
kiegroup/optaplanner;864;216;271;1351
citerus/dddsample-core;60;15;20;95
totond/TextPathView;1;0;1;2
alibaba/UltraViewPager;0;0;1;1
reark/reark;49;12;17;78
eugenp/tutorials;5514;1378;1725;8617
lygttpod/AndroidCustomView;0;0;1;1
baidu/uid-generator;2;0;2;4
square/leakcanary;9;2;4;15
hidroh/materialistic;256;64;80;400
SundeepK/CompactCalendarView;41;10;14;65
sucese/android-open-source-project-analysis;1;0;1;2
apereo/cas;970;242;304;1516
novoda/android-demos;1;0;2;3
google/google-java-format;148;37;47;232
zetbaitsu/Compressor;1;0;1;2
Cleveroad/WaveInApp;1;0;1;2
alibaba/atlas;12;3;4;19
Tencent/VasDolly;1;0;1;2
goldze/MVVMHabit;1;0;1;2
looly/hutool;408;102;129;639
zeroturnaround/zt-zip;78;19;25;122
deeplearning4j/nd4j;1461;365;458;2284
facebook/rebound;16;4;6;26
square/seismic;1;0;2;3
HotBitmapGG/CreditSesameRingView;1;0;1;2
Mojang/brigadier;133;33;42;208
xwjie/PLMCodeTemplate;2;0;2;4
bboyairwreck/PieMessage;0;0;1;1
vdurmont/emoji-java;39;9;14;62
haifengl/smile;497;124;156;777
alipay/sofa-jarslink;2;0;2;4
TommyLemon/Android-ZBLibrary;0;0;1;1
esoxjem/MovieGuide;9;2;4;15
bumptech/glide;1984;496;621;3101
Sable/soot;121;30;39;190
jtablesaw/tablesaw;506;126;159;791
knightliao/disconf;15;3;6;24
square/dagger;119;29;38;186
a371166028/likequanmintv;0;0;1;1
openhab/openhab2-addons;682;170;214;1066
Alluxio/alluxio;1706;426;535;2667
pentaho/pentaho-kettle;2547;636;798;3981
ApmeM/android-flowlayout;24;6;8;38
stagemonitor/stagemonitor;366;91;116;573
ACRA/acra;10;2;4;16
dreamhead/moco;372;93;117;582
zxing/zxing;257;64;82;403
iqiyi/Andromeda;3;0;2;5
puniverse/capsule;44;11;15;70
elye/loaderviewlibrary;1;0;1;2
hankcs/HanLP;138;34;44;216
liyifeng1994/ssm;6;1;3;10
meituan/WMRouter;6;1;3;10
open-keychain/open-keychain;135;33;44;212
UCodeUStory/S-MVP;0;0;1;1
LuckyJayce/ViewPagerIndicator;0;0;1;1
DmitryMalkovich/material-design-dimens;1;0;1;2
yipianfengye/android-adDialog;1;0;1;2
yuliskov/SmartYouTubeTV;14;3;5;22
guoxiaoxing/android-open-source-project-analysis;1;0;1;2
shaohui10086/AdvancedLuban;0;0;1;1
ittianyu/BottomNavigationViewEx;1;0;1;2
UweTrottmann/SeriesGuide;1;0;2;3
keycloak/keycloak;1704;426;534;2664
Cutta/GifView;1;0;1;2
FasterXML/jackson-core;36;9;12;57
apache/avro;620;155;195;970
resilience4j/resilience4j;380;95;119;594
remkop/picocli;926;231;291;1448
MindorksOpenSource/android-mvp-architecture;0;0;1;1
eclipse/jetty.project;2264;566;708;3538
uber/okbuck;10;2;4;16
nntuyen/mkloader;1;0;1;2
JackyAndroid/AndroidTVLauncher;0;0;1;1
bigbluebutton/bigbluebutton;4;1;2;7
jaydenxiao2016/AndroidFire;0;0;1;1
Karumi/Dexter;6;1;3;10
alibaba/dubbo-spring-boot-starter;1;0;1;2
EnterpriseQualityCoding/FizzBuzzEnterpriseEdition;0;0;1;1
mikepenz/Android-Iconics;8;2;3;13
yu199195/hmily;3;0;3;6
brucetoo/PickView;28;7;10;45
real-logic/simple-binary-encoding;103;25;34;162
yhaolpz/FloatWindow;1;0;1;2
gchq/Gaffer;2014;503;631;3148
square/mortar;58;14;20;92
brianway/java-learning;0;0;1;1
abel533/Mapper;170;42;54;266
docker-java/docker-java;272;68;85;425
maoruibin/TranslateApp;0;0;1;1
owncloud/android;16;4;6;26
bignerdranch/expandable-recycler-view;19;4;7;30
vert-x3/vertx-examples;0;0;1;1
konsoletyper/teavm;1491;372;467;2330
h6ah4i/android-advancedrecyclerview;25;6;9;40
naver/pinpoint;1421;355;445;2221
MorphiaOrg/morphia;565;141;177;883
uccmawei/FingerprintIdentify;1;0;1;2
qstumn/BadgeView;1;0;1;2
normanmaurer/netty-in-action;2;0;2;4
code4craft/webmagic;47;11;16;74
JessYanCoding/MVPArms;0;0;1;1
vivian8725118/TimeLine;0;0;1;1
sucese/android-interview-guide;0;0;1;1
googlesamples/android-ConstraintLayoutExamples;0;0;1;1
D-clock/AndroidSystemUiTraining;0;0;1;1
nextcloud/android;49;12;16;77
Instagram/ig-json-parser;25;6;9;40
Netflix/eureka;196;49;62;307
liu-xiao-dong/JD-Test;3;0;2;5
greenrobot/greenDAO;3;0;2;5
ityouknow/spring-cloud-examples;3;0;2;5
couchbase/couchbase-lite-android;1;0;2;3
liquibase/liquibase;401;100;127;628
google/gson;689;172;216;1077
Ramotion/paper-onboarding-android;1;0;2;3
apache/mahout;716;179;225;1120
stfalcon-studio/ChatKit;0;0;1;1
robovm/robovm;6347;1586;1985;9918
apache/activemq;1984;496;620;3100
EverythingMe/overscroll-decor;17;4;7;28
Red5/red5-server;17;4;6;27
jacoco/jacoco;18;4;7;29
Tencent/MSEC;0;0;1;1
lyft/scissors;1;0;2;3
tinkerpop/blueprints;99;24;33;156
shekhargulati/strman-java;88;22;28;138
burhanrashid52/PhotoEditor;0;0;1;1
scribejava/scribejava;72;18;23;113
oracle/helidon;807;201;254;1262
rosenpin/fading-text-view;1;0;1;2
luxiaoxun/NettyRpc;3;0;3;6
kaku2015/ColorfulNews;0;0;1;1
race604/WaveLoading;1;0;1;2
JsonChao/Awesome-WanAndroid;62;15;21;98
nex3z/FlowLayout;1;0;1;2
daniel-stoneuk/material-about-library;0;0;1;1
perwendel/spark;196;49;62;307
luojilab/DDComponentForAndroid;1;0;2;3
Yasic/ParticleTextView;1;0;1;2
galenframework/galen;5;1;3;9
apache/drill;3698;924;1157;5779
square/otto;27;6;10;43
jiang111/IndexRecyclerView;0;0;1;1
j-easy/easy-rules;81;20;26;127
airbnb/epoxy;184;46;58;288
lipangit/JiaoZiVideoPlayer;1;0;1;2
wdullaer/MaterialDateTimePicker;81;20;26;127
sockeqwe/mosby;53;13;18;84
eclipse-vertx/vert.x;1719;429;538;2686
Nightonke/BoomMenu;1;0;1;2
apache/incubator-gobblin;0;0;1;1
JakeWharton/DiskLruCache;39;9;13;61
apache/maven;244;61;77;382
json-path/JsonPath;368;92;115;575
osmandapp/Osmand;11;2;5;18
linkedin/ambry;591;147;186;924
zjw-swun/AppMethodOrder;0;0;1;1
JakeWharton/hugo;10;2;4;16
AdoptOpenJDK/jitwatch;158;39;51;248
facebook/fresco;831;207;261;1299
saulmm/Avengers;10;2;5;17
baoyachi/StepView;1;0;1;2
chaychan/TouTiao;1;0;1;2
f2prateek/dart;51;12;17;80
OryxProject/oryx;273;68;86;427
opentripplanner/OpenTripPlanner;298;74;94;466
square/retrofit;415;103;131;649
sockeqwe/fragmentargs;9;2;4;15
antoniolg/androidmvp;3;0;2;5
federicoiosue/Omni-Notes;12;3;5;20
FudanNLP/fnlp;23;5;9;37
sannies/mp4parser;70;17;23;110
codingXiaxw/seckill;7;1;3;11
robolectric/robolectric;3163;790;990;4943
changmingxie/tcc-transaction;7;1;3;11
zserge/anvil;10;2;5;17
shopizer-ecommerce/shopizer;9;2;4;15
PlusHaze/TrayNotification;1;0;2;3
apache/rocketmq;404;101;127;632
spring-cloud/spring-cloud-netflix;483;120;152;755
TonnyL/Espresso;0;0;1;1
youlookwhat/CloudReader;1;0;2;3
mockito/mockito;1278;319;401;1998
Nightonke/WoWoViewPager;1;0;1;2
pengjianbo/GalleryFinal;0;0;1;1
bonnyfone/vectalign;5;1;3;9
thoughtbot/expandable-recycler-view;4;1;2;7
codecentric/spring-boot-admin;184;46;58;288
apache/incubator-dubbo;1241;310;389;1940
spring-cloud-incubator/spring-cloud-alibaba;73;18;24;115
google/android-classyshark;0;0;1;1
prolificinteractive/material-calendarview;14;3;5;22
alibaba/jvm-sandbox;55;13;18;86
googleapis/google-cloud-java;3755;938;1175;5868
pac4j/pac4j;531;132;168;831
fishercoder1534/Leetcode;744;186;233;1163
ReactiveX/RxAndroid;30;7;11;48
tuguangquan/mybatis;508;127;159;794
spring-projects/spring-security;3187;796;997;4980
spring-projects/spring-framework;10130;2532;3167;15829
connectbot/connectbot;22;5;8;35
hitherejoe/animate;0;0;1;1
FinalTeam/RxGalleryFinal;0;0;1;1
