org.apache.commons.cli.DefaultParserTest;testPropertiesOption1;testWithRequiredOption;testPropertyOverrideValues;testSimpleShort;testArgumentStartingWithHyphen;testOptionAndRequiredOption;testMultiple;testStopAtExpectedArg;testSingleDash;testMultipleWithLong;testNegativeArgument;testSimpleLong;testNegativeOption;testUnlimitedArgs
org.apache.commons.cli.CommandLineTest;testGetParsedOptionValue
